X, Z, P
4.26285000e-04, -5.73465000e-04, 1.57174000e+01
4.32695000e-04, -5.68562000e-04, 1.57176000e+01
4.39105000e-04, -5.63425000e-04, 1.57177000e+01
4.45515000e-04, -5.58060000e-04, 1.57179000e+01
4.51925000e-04, -5.52470000e-04, 1.57181000e+01
4.58335000e-04, -5.46663000e-04, 1.57183000e+01
4.64745000e-04, -5.40647000e-04, 1.57185000e+01
4.71155000e-04, -5.34428000e-04, 1.57188000e+01
4.77565000e-04, -5.28005000e-04, 1.57190000e+01
4.83975000e-04, -5.21390000e-04, 1.57192000e+01
4.90385000e-04, -5.14590000e-04, 1.57195000e+01
4.96795000e-04, -5.07610000e-04, 1.57197000e+01
5.03205000e-04, -5.00460000e-04, 1.57200000e+01
5.09615000e-04, -4.93150000e-04, 1.57202000e+01
5.16025000e-04, -4.85682000e-04, 1.57205000e+01
5.22435000e-04, -4.78065000e-04, 1.57208000e+01
5.28845000e-04, -4.70308000e-04, 1.57210000e+01
5.35255000e-04, -4.62417000e-04, 1.57213000e+01
5.41665000e-04, -4.54402000e-04, 1.57216000e+01
5.48075000e-04, -4.46275000e-04, 1.57219000e+01
5.54485000e-04, -4.38040000e-04, 1.57222000e+01
5.60895000e-04, -4.29702000e-04, 1.57225000e+01
5.67305000e-04, -4.21278000e-04, 1.57228000e+01
5.73715000e-04, -4.12773000e-04, 1.57231000e+01
5.80125000e-04, -4.04193000e-04, 1.57235000e+01
5.86535000e-04, -3.95548000e-04, 1.57238000e+01
5.92945000e-04, -3.86850000e-04, 1.57241000e+01
5.99355000e-04, -3.78107000e-04, 1.57244000e+01
6.05765000e-04, -3.69325000e-04, 1.57246000e+01
6.12175000e-04, -3.60517000e-04, 1.57249000e+01
6.18585000e-04, -3.51695000e-04, 1.57252000e+01
6.25000000e-04, -3.42860000e-04, 1.57254000e+01
6.31415000e-04, -3.34022000e-04, 1.57257000e+01
6.37825000e-04, -3.25195000e-04, 1.57259000e+01
6.44235000e-04, -3.16388000e-04, 1.57261000e+01
6.50645000e-04, -3.07608000e-04, 1.57263000e+01
6.57055000e-04, -2.98863000e-04, 1.57264000e+01
6.63465000e-04, -2.90165000e-04, 1.57265000e+01
6.69875000e-04, -2.81525000e-04, 1.57266000e+01
6.76285000e-04, -2.72948000e-04, 1.57266000e+01
6.82695000e-04, -2.64438000e-04, 1.57266000e+01
6.89105000e-04, -2.56010000e-04, 1.57265000e+01
6.95515000e-04, -2.47675000e-04, 1.57263000e+01
7.01925000e-04, -2.39438000e-04, 1.57261000e+01
7.08335000e-04, -2.31307000e-04, 1.57257000e+01
7.14745000e-04, -2.23295000e-04, 1.57253000e+01
7.21155000e-04, -2.15407000e-04, 1.57247000e+01
7.27565000e-04, -2.07650000e-04, 1.57239000e+01
7.33975000e-04, -2.00032000e-04, 1.57230000e+01
7.40385000e-04, -1.92565000e-04, 1.57219000e+01
7.46795000e-04, -1.85252000e-04, 1.57205000e+01
7.53205000e-04, -1.78102000e-04, 1.57188000e+01
7.59615000e-04, -1.71125000e-04, 1.57167000e+01
7.66025000e-04, -1.64325000e-04, 1.57142000e+01
7.72435000e-04, -1.57712000e-04, 1.57112000e+01
7.78845000e-04, -1.51293000e-04, 1.57076000e+01
7.85255000e-04, -1.45067000e-04, 1.57033000e+01
7.91665000e-04, -1.39048000e-04, 1.56982000e+01
7.98075000e-04, -1.33243000e-04, 1.56921000e+01
8.04485000e-04, -1.27655000e-04, 1.56850000e+01
8.10895000e-04, -1.22290000e-04, 1.56767000e+01
8.17305000e-04, -1.17155000e-04, 1.56670000e+01
8.23715000e-04, -1.12253000e-04, 1.56557000e+01
8.30125000e-04, -1.07590000e-04, 1.56427000e+01
8.36535000e-04, -1.03170000e-04, 1.56278000e+01
8.42945000e-04, -9.90000000e-05, 1.56109000e+01
8.49355000e-04, -9.50850000e-05, 1.55917000e+01
8.55765000e-04, -9.14275000e-05, 1.55702000e+01
8.62175000e-04, -8.80325000e-05, 1.55461000e+01
8.68585000e-04, -8.48975000e-05, 1.55195000e+01
8.75000000e-04, -8.20300000e-05, 1.54902000e+01
8.81415000e-04, -7.94350000e-05, 1.54583000e+01
8.87825000e-04, -7.71125000e-05, 1.54238000e+01
8.94235000e-04, -7.50675000e-05, 1.53868000e+01
9.00645000e-04, -7.33025000e-05, 1.53475000e+01
9.07055000e-04, -7.18150000e-05, 1.53061000e+01
9.13465000e-04, -7.06050000e-05, 1.52628000e+01
9.19875000e-04, -6.96800000e-05, 1.52180000e+01
9.26285000e-04, -6.90425000e-05, 1.51721000e+01
9.32695000e-04, -6.86875000e-05, 1.51254000e+01
9.39105000e-04, -6.86150000e-05, 1.50784000e+01
9.45515000e-04, -6.88275000e-05, 1.50315000e+01
9.51925000e-04, -6.93275000e-05, 1.49851000e+01
9.58335000e-04, -7.01100000e-05, 1.49397000e+01
9.64745000e-04, -7.11750000e-05, 1.48956000e+01
9.71155000e-04, -7.25225000e-05, 1.48532000e+01
9.77565000e-04, -7.41500000e-05, 1.48128000e+01
9.83975000e-04, -7.60575000e-05, 1.47746000e+01
9.90385000e-04, -7.82400000e-05, 1.47389000e+01
9.96795000e-04, -8.06975000e-05, 1.47056000e+01
1.00320500e-03, -8.34300000e-05, 1.46750000e+01
1.00961500e-03, -8.64300000e-05, 1.46471000e+01
1.01602500e-03, -8.96950000e-05, 1.46217000e+01
1.02243500e-03, -9.32225000e-05, 1.45989000e+01
1.02884500e-03, -9.70100000e-05, 1.45785000e+01
1.03525500e-03, -1.01055000e-04, 1.45605000e+01
1.04166500e-03, -1.05350000e-04, 1.45446000e+01
1.04807500e-03, -1.09892000e-04, 1.45306000e+01
1.05448500e-03, -1.14672000e-04, 1.45185000e+01
1.06089500e-03, -1.19692000e-04, 1.45080000e+01
1.06730500e-03, -1.24945000e-04, 1.44990000e+01
1.07371500e-03, -1.30423000e-04, 1.44913000e+01
1.08012500e-03, -1.36123000e-04, 1.44847000e+01
1.08653500e-03, -1.42035000e-04, 1.44792000e+01
1.09294500e-03, -1.48155000e-04, 1.44745000e+01
1.09935500e-03, -1.54478000e-04, 1.44705000e+01
1.10576500e-03, -1.60998000e-04, 1.44672000e+01
1.11217500e-03, -1.67703000e-04, 1.44644000e+01
1.11858500e-03, -1.74590000e-04, 1.44621000e+01
1.12500000e-03, -1.81655000e-04, 1.44603000e+01
1.13141500e-03, -1.88888000e-04, 1.44587000e+01
1.13782500e-03, -1.96280000e-04, 1.44574000e+01
1.14423500e-03, -2.03823000e-04, 1.44564000e+01
1.15064500e-03, -2.11510000e-04, 1.44556000e+01
1.15705500e-03, -2.19335000e-04, 1.44549000e+01
1.16346500e-03, -2.27288000e-04, 1.44544000e+01
1.16987500e-03, -2.35360000e-04, 1.44540000e+01
1.17628500e-03, -2.43542000e-04, 1.44537000e+01
1.18269500e-03, -2.51830000e-04, 1.44535000e+01
1.18910500e-03, -2.60213000e-04, 1.44533000e+01
1.19551500e-03, -2.68680000e-04, 1.44533000e+01
1.20192500e-03, -2.77225000e-04, 1.44533000e+01
1.20833500e-03, -2.85838000e-04, 1.44533000e+01
1.21474500e-03, -2.94510000e-04, 1.44534000e+01
1.22115500e-03, -3.03233000e-04, 1.44535000e+01
1.22756500e-03, -3.11995000e-04, 1.44536000e+01
1.23397500e-03, -3.20788000e-04, 1.44538000e+01
1.24038500e-03, -3.29605000e-04, 1.44540000e+01
1.24679500e-03, -3.38437000e-04, 1.44543000e+01
3.20500000e-06, -3.18335000e-04, 1.57065000e+01
9.61500000e-06, -3.26433000e-04, 1.57066000e+01
1.60250000e-05, -3.34515000e-04, 1.57068000e+01
2.24350000e-05, -3.42578000e-04, 1.57070000e+01
2.88450000e-05, -3.50612000e-04, 1.57072000e+01
3.52550000e-05, -3.58605000e-04, 1.57073000e+01
4.16650000e-05, -3.66553000e-04, 1.57075000e+01
4.80750000e-05, -3.74447000e-04, 1.57077000e+01
5.44850000e-05, -3.82280000e-04, 1.57079000e+01
6.08950000e-05, -3.90043000e-04, 1.57081000e+01
6.73050000e-05, -3.97725000e-04, 1.57083000e+01
7.37150000e-05, -4.05320000e-04, 1.57085000e+01
8.01250000e-05, -4.12825000e-04, 1.57087000e+01
8.65350000e-05, -4.20227000e-04, 1.57089000e+01
9.29450000e-05, -4.27515000e-04, 1.57092000e+01
9.93550000e-05, -4.34685000e-04, 1.57094000e+01
1.05765000e-04, -4.41732000e-04, 1.57096000e+01
1.12175000e-04, -4.48647000e-04, 1.57098000e+01
1.18585000e-04, -4.55422000e-04, 1.57100000e+01
1.25000000e-04, -4.62053000e-04, 1.57102000e+01
1.31415000e-04, -4.68528000e-04, 1.57104000e+01
1.37825000e-04, -4.74843000e-04, 1.57107000e+01
1.44235000e-04, -4.80993000e-04, 1.57109000e+01
1.50645000e-04, -4.86968000e-04, 1.57111000e+01
1.57055000e-04, -4.92762000e-04, 1.57113000e+01
1.63465000e-04, -4.98372000e-04, 1.57114000e+01
1.69875000e-04, -5.03795000e-04, 1.57116000e+01
1.76285000e-04, -5.09020000e-04, 1.57118000e+01
1.82695000e-04, -5.14040000e-04, 1.57120000e+01
1.89105000e-04, -5.18855000e-04, 1.57122000e+01
1.95515000e-04, -5.23458000e-04, 1.57123000e+01
2.01925000e-04, -5.27843000e-04, 1.57125000e+01
2.08335000e-04, -5.32003000e-04, 1.57127000e+01
2.14745000e-04, -5.35937000e-04, 1.57128000e+01
2.21155000e-04, -5.39645000e-04, 1.57130000e+01
2.27565000e-04, -5.43118000e-04, 1.57131000e+01
2.33975000e-04, -5.46350000e-04, 1.57133000e+01
2.40385000e-04, -5.49345000e-04, 1.57134000e+01
2.46795000e-04, -5.52095000e-04, 1.57136000e+01
2.53205000e-04, -5.54595000e-04, 1.57137000e+01
2.59615000e-04, -5.56852000e-04, 1.57139000e+01
2.66025000e-04, -5.58858000e-04, 1.57140000e+01
2.72435000e-04, -5.60602000e-04, 1.57141000e+01
2.78845000e-04, -5.62092000e-04, 1.57143000e+01
2.85255000e-04, -5.63328000e-04, 1.57144000e+01
2.91665000e-04, -5.64305000e-04, 1.57145000e+01
2.98075000e-04, -5.65023000e-04, 1.57147000e+01
3.04485000e-04, -5.65478000e-04, 1.57148000e+01
3.10895000e-04, -5.65672000e-04, 1.57149000e+01
3.17305000e-04, -5.65610000e-04, 1.57151000e+01
3.23715000e-04, -5.65285000e-04, 1.57152000e+01
3.30125000e-04, -5.64697000e-04, 1.57153000e+01
3.36535000e-04, -5.63850000e-04, 1.57154000e+01
3.42945000e-04, -5.62743000e-04, 1.57156000e+01
3.49355000e-04, -5.61380000e-04, 1.57157000e+01
3.55765000e-04, -5.59760000e-04, 1.57158000e+01
3.62175000e-04, -5.57885000e-04, 1.57160000e+01
3.68585000e-04, -5.55757000e-04, 1.57161000e+01
3.75000000e-04, -5.53378000e-04, 1.57163000e+01
3.81415000e-04, -5.50750000e-04, 1.57164000e+01
3.87825000e-04, -5.47880000e-04, 1.57166000e+01
3.94235000e-04, -5.44765000e-04, 1.57167000e+01
4.00645000e-04, -5.41407000e-04, 1.57169000e+01
4.07055000e-04, -5.37817000e-04, 1.57170000e+01
4.13465000e-04, -5.33997000e-04, 1.57172000e+01
4.19875000e-04, -5.29947000e-04, 1.57173000e+01
4.26285000e-04, -5.25675000e-04, 1.57175000e+01
4.32695000e-04, -5.21180000e-04, 1.57177000e+01
4.39105000e-04, -5.16470000e-04, 1.57178000e+01
4.45515000e-04, -5.11555000e-04, 1.57180000e+01
4.51925000e-04, -5.06433000e-04, 1.57182000e+01
4.58335000e-04, -5.01108000e-04, 1.57184000e+01
4.64745000e-04, -4.95592000e-04, 1.57186000e+01
4.71155000e-04, -4.89890000e-04, 1.57188000e+01
4.77565000e-04, -4.84003000e-04, 1.57190000e+01
4.83975000e-04, -4.77940000e-04, 1.57192000e+01
4.90385000e-04, -4.71708000e-04, 1.57194000e+01
4.96795000e-04, -4.65310000e-04, 1.57196000e+01
5.03205000e-04, -4.58755000e-04, 1.57198000e+01
5.09615000e-04, -4.52052000e-04, 1.57200000e+01
5.16025000e-04, -4.45207000e-04, 1.57202000e+01
5.22435000e-04, -4.38225000e-04, 1.57204000e+01
5.28845000e-04, -4.31115000e-04, 1.57207000e+01
5.35255000e-04, -4.23885000e-04, 1.57209000e+01
5.41665000e-04, -4.16537000e-04, 1.57211000e+01
5.48075000e-04, -4.09085000e-04, 1.57213000e+01
5.54485000e-04, -4.01537000e-04, 1.57215000e+01
5.60895000e-04, -3.93895000e-04, 1.57218000e+01
5.67305000e-04, -3.86170000e-04, 1.57220000e+01
5.73715000e-04, -3.78375000e-04, 1.57222000e+01
5.80125000e-04, -3.70510000e-04, 1.57224000e+01
5.86535000e-04, -3.62585000e-04, 1.57226000e+01
5.92945000e-04, -3.54613000e-04, 1.57227000e+01
5.99355000e-04, -3.46597000e-04, 1.57229000e+01
6.05765000e-04, -3.38548000e-04, 1.57231000e+01
6.12175000e-04, -3.30475000e-04, 1.57232000e+01
6.18585000e-04, -3.22387000e-04, 1.57233000e+01
6.25000000e-04, -3.14287000e-04, 1.57234000e+01
6.31415000e-04, -3.06185000e-04, 1.57234000e+01
6.37825000e-04, -2.98095000e-04, 1.57235000e+01
6.44235000e-04, -2.90023000e-04, 1.57235000e+01
6.50645000e-04, -2.81972000e-04, 1.57234000e+01
6.57055000e-04, -2.73958000e-04, 1.57233000e+01
6.63465000e-04, -2.65985000e-04, 1.57232000e+01
6.69875000e-04, -2.58062000e-04, 1.57230000e+01
6.76285000e-04, -2.50200000e-04, 1.57228000e+01
6.82695000e-04, -2.42403000e-04, 1.57224000e+01
6.89105000e-04, -2.34678000e-04, 1.57220000e+01
6.95515000e-04, -2.27035000e-04, 1.57215000e+01
7.01925000e-04, -2.19485000e-04, 1.57209000e+01
7.08335000e-04, -2.12032000e-04, 1.57201000e+01
7.14745000e-04, -2.04685000e-04, 1.57193000e+01
7.21155000e-04, -1.97455000e-04, 1.57182000e+01
7.27565000e-04, -1.90345000e-04, 1.57170000e+01
7.33975000e-04, -1.83362000e-04, 1.57156000e+01
7.40385000e-04, -1.76517000e-04, 1.57139000e+01
7.46795000e-04, -1.69815000e-04, 1.57119000e+01
7.53205000e-04, -1.63263000e-04, 1.57095000e+01
7.59615000e-04, -1.56865000e-04, 1.57068000e+01
7.66025000e-04, -1.50630000e-04, 1.57036000e+01
7.72435000e-04, -1.44570000e-04, 1.56999000e+01
7.78845000e-04, -1.38685000e-04, 1.56955000e+01
7.85255000e-04, -1.32980000e-04, 1.56905000e+01
7.91665000e-04, -1.27463000e-04, 1.56846000e+01
7.98075000e-04, -1.22138000e-04, 1.56778000e+01
8.04485000e-04, -1.17015000e-04, 1.56699000e+01
8.10895000e-04, -1.12100000e-04, 1.56608000e+01
8.17305000e-04, -1.07392000e-04, 1.56504000e+01
8.23715000e-04, -1.02898000e-04, 1.56385000e+01
8.30125000e-04, -9.86225000e-05, 1.56249000e+01
8.36535000e-04, -9.45725000e-05, 1.56096000e+01
8.42945000e-04, -9.07525000e-05, 1.55923000e+01
8.49355000e-04, -8.71625000e-05, 1.55729000e+01
8.55765000e-04, -8.38075000e-05, 1.55514000e+01
8.62175000e-04, -8.06950000e-05, 1.55275000e+01
8.68585000e-04, -7.78225000e-05, 1.55012000e+01
8.75000000e-04, -7.51925000e-05, 1.54726000e+01
8.81415000e-04, -7.28150000e-05, 1.54416000e+01
8.87825000e-04, -7.06875000e-05, 1.54082000e+01
8.94235000e-04, -6.88125000e-05, 1.53726000e+01
9.00645000e-04, -6.71950000e-05, 1.53349000e+01
9.07055000e-04, -6.58325000e-05, 1.52953000e+01
9.13465000e-04, -6.47225000e-05, 1.52541000e+01
9.19875000e-04, -6.38725000e-05, 1.52115000e+01
9.26285000e-04, -6.32875000e-05, 1.51679000e+01
9.32695000e-04, -6.29625000e-05, 1.51236000e+01
9.39105000e-04, -6.28975000e-05, 1.50790000e+01
9.45515000e-04, -6.30925000e-05, 1.50345000e+01
9.51925000e-04, -6.35500000e-05, 1.49905000e+01
9.58335000e-04, -6.42675000e-05, 1.49474000e+01
9.64745000e-04, -6.52450000e-05, 1.49054000e+01
9.71155000e-04, -6.64800000e-05, 1.48650000e+01
9.77565000e-04, -6.79700000e-05, 1.48263000e+01
9.83975000e-04, -6.97175000e-05, 1.47896000e+01
9.90385000e-04, -7.17200000e-05, 1.47551000e+01
9.96795000e-04, -7.39750000e-05, 1.47228000e+01
1.00320500e-03, -7.64775000e-05, 1.46930000e+01
1.00961500e-03, -7.92275000e-05, 1.46655000e+01
1.01602500e-03, -8.22225000e-05, 1.46405000e+01
1.02243500e-03, -8.54550000e-05, 1.46177000e+01
1.02884500e-03, -8.89275000e-05, 1.45973000e+01
1.03525500e-03, -9.26350000e-05, 1.45789000e+01
1.04166500e-03, -9.65700000e-05, 1.45626000e+01
1.04807500e-03, -1.00732000e-04, 1.45482000e+01
1.05448500e-03, -1.05115000e-04, 1.45354000e+01
1.06089500e-03, -1.09718000e-04, 1.45243000e+01
1.06730500e-03, -1.14533000e-04, 1.45145000e+01
1.07371500e-03, -1.19553000e-04, 1.45061000e+01
1.08012500e-03, -1.24777000e-04, 1.44987000e+01
1.08653500e-03, -1.30198000e-04, 1.44924000e+01
1.09294500e-03, -1.35807000e-04, 1.44869000e+01
1.09935500e-03, -1.41605000e-04, 1.44822000e+01
1.10576500e-03, -1.47583000e-04, 1.44781000e+01
1.11217500e-03, -1.53730000e-04, 1.44747000e+01
1.11858500e-03, -1.60043000e-04, 1.44717000e+01
1.12500000e-03, -1.66518000e-04, 1.44692000e+01
1.13141500e-03, -1.73147000e-04, 1.44670000e+01
1.13782500e-03, -1.79922000e-04, 1.44652000e+01
1.14423500e-03, -1.86837000e-04, 1.44636000e+01
1.15064500e-03, -1.93888000e-04, 1.44623000e+01
1.15705500e-03, -2.01060000e-04, 1.44611000e+01
1.16346500e-03, -2.08348000e-04, 1.44602000e+01
1.16987500e-03, -2.15748000e-04, 1.44594000e+01
1.17628500e-03, -2.23250000e-04, 1.44587000e+01
1.18269500e-03, -2.30845000e-04, 1.44581000e+01
1.18910500e-03, -2.38527000e-04, 1.44576000e+01
1.19551500e-03, -2.46290000e-04, 1.44572000e+01
1.20192500e-03, -2.54125000e-04, 1.44569000e+01
1.20833500e-03, -2.62020000e-04, 1.44567000e+01
1.21474500e-03, -2.69967000e-04, 1.44565000e+01
1.22115500e-03, -2.77963000e-04, 1.44564000e+01
1.22756500e-03, -2.85995000e-04, 1.44563000e+01
1.23397500e-03, -2.94055000e-04, 1.44563000e+01
1.24038500e-03, -3.02138000e-04, 1.44563000e+01
1.24679500e-03, -3.10235000e-04, 1.44563000e+01
3.20500000e-06, -2.89395000e-04, 1.57089000e+01
9.61500000e-06, -2.96755000e-04, 1.57090000e+01
1.60250000e-05, -3.04105000e-04, 1.57090000e+01
2.24350000e-05, -3.11435000e-04, 1.57090000e+01
2.88450000e-05, -3.18737000e-04, 1.57090000e+01
3.52550000e-05, -3.26005000e-04, 1.57091000e+01
4.16650000e-05, -3.33230000e-04, 1.57091000e+01
4.80750000e-05, -3.40405000e-04, 1.57092000e+01
5.44850000e-05, -3.47527000e-04, 1.57093000e+01
6.08950000e-05, -3.54585000e-04, 1.57094000e+01
6.73050000e-05, -3.61568000e-04, 1.57095000e+01
7.37150000e-05, -3.68473000e-04, 1.57096000e+01
8.01250000e-05, -3.75295000e-04, 1.57097000e+01
8.65350000e-05, -3.82022000e-04, 1.57098000e+01
9.29450000e-05, -3.88648000e-04, 1.57099000e+01
9.93550000e-05, -3.95168000e-04, 1.57101000e+01
1.05765000e-04, -4.01575000e-04, 1.57102000e+01
1.12175000e-04, -4.07863000e-04, 1.57104000e+01
1.18585000e-04, -4.14023000e-04, 1.57105000e+01
1.25000000e-04, -4.20050000e-04, 1.57107000e+01
1.31415000e-04, -4.25935000e-04, 1.57108000e+01
1.37825000e-04, -4.31673000e-04, 1.57110000e+01
1.44235000e-04, -4.37262000e-04, 1.57112000e+01
1.50645000e-04, -4.42697000e-04, 1.57113000e+01
1.57055000e-04, -4.47967000e-04, 1.57115000e+01
1.63465000e-04, -4.53068000e-04, 1.57116000e+01
1.69875000e-04, -4.57995000e-04, 1.57118000e+01
1.76285000e-04, -4.62745000e-04, 1.57120000e+01
1.82695000e-04, -4.67310000e-04, 1.57121000e+01
1.89105000e-04, -4.71685000e-04, 1.57123000e+01
1.95515000e-04, -4.75867000e-04, 1.57124000e+01
2.01925000e-04, -4.79855000e-04, 1.57126000e+01
2.08335000e-04, -4.83638000e-04, 1.57127000e+01
2.14745000e-04, -4.87215000e-04, 1.57129000e+01
2.21155000e-04, -4.90588000e-04, 1.57130000e+01
2.27565000e-04, -4.93742000e-04, 1.57131000e+01
2.33975000e-04, -4.96680000e-04, 1.57133000e+01
2.40385000e-04, -4.99403000e-04, 1.57134000e+01
2.46795000e-04, -5.01902000e-04, 1.57136000e+01
2.53205000e-04, -5.04178000e-04, 1.57137000e+01
2.59615000e-04, -5.06230000e-04, 1.57138000e+01
2.66025000e-04, -5.08052000e-04, 1.57140000e+01
2.72435000e-04, -5.09640000e-04, 1.57141000e+01
2.78845000e-04, -5.10992000e-04, 1.57143000e+01
2.85255000e-04, -5.12115000e-04, 1.57144000e+01
2.91665000e-04, -5.13005000e-04, 1.57145000e+01
2.98075000e-04, -5.13657000e-04, 1.57147000e+01
3.04485000e-04, -5.14073000e-04, 1.57148000e+01
3.10895000e-04, -5.14247000e-04, 1.57149000e+01
3.17305000e-04, -5.14190000e-04, 1.57151000e+01
3.23715000e-04, -5.13895000e-04, 1.57152000e+01
3.30125000e-04, -5.13360000e-04, 1.57153000e+01
3.36535000e-04, -5.12590000e-04, 1.57155000e+01
3.42945000e-04, -5.11582000e-04, 1.57156000e+01
3.49355000e-04, -5.10342000e-04, 1.57157000e+01
3.55765000e-04, -5.08870000e-04, 1.57159000e+01
3.62175000e-04, -5.07165000e-04, 1.57160000e+01
3.68585000e-04, -5.05232000e-04, 1.57161000e+01
3.75000000e-04, -5.03072000e-04, 1.57163000e+01
3.81415000e-04, -5.00682000e-04, 1.57164000e+01
3.87825000e-04, -4.98070000e-04, 1.57165000e+01
3.94235000e-04, -4.95240000e-04, 1.57167000e+01
4.00645000e-04, -4.92190000e-04, 1.57168000e+01
4.07055000e-04, -4.88925000e-04, 1.57170000e+01
4.13465000e-04, -4.85453000e-04, 1.57171000e+01
4.19875000e-04, -4.81770000e-04, 1.57173000e+01
4.26285000e-04, -4.77885000e-04, 1.57174000e+01
4.32695000e-04, -4.73800000e-04, 1.57176000e+01
4.39105000e-04, -4.69520000e-04, 1.57177000e+01
4.45515000e-04, -4.65052000e-04, 1.57179000e+01
4.51925000e-04, -4.60395000e-04, 1.57180000e+01
4.58335000e-04, -4.55555000e-04, 1.57182000e+01
4.64745000e-04, -4.50540000e-04, 1.57183000e+01
4.71155000e-04, -4.45352000e-04, 1.57185000e+01
4.77565000e-04, -4.40000000e-04, 1.57187000e+01
4.83975000e-04, -4.34490000e-04, 1.57188000e+01
4.90385000e-04, -4.28825000e-04, 1.57190000e+01
4.96795000e-04, -4.23010000e-04, 1.57191000e+01
5.03205000e-04, -4.17052000e-04, 1.57193000e+01
5.09615000e-04, -4.10957000e-04, 1.57195000e+01
5.16025000e-04, -4.04732000e-04, 1.57196000e+01
5.22435000e-04, -3.98385000e-04, 1.57198000e+01
5.28845000e-04, -3.91922000e-04, 1.57199000e+01
5.35255000e-04, -3.85350000e-04, 1.57201000e+01
5.41665000e-04, -3.78670000e-04, 1.57202000e+01
5.48075000e-04, -3.71895000e-04, 1.57203000e+01
5.54485000e-04, -3.65033000e-04, 1.57204000e+01
5.60895000e-04, -3.58085000e-04, 1.57206000e+01
5.67305000e-04, -3.51062000e-04, 1.57207000e+01
5.73715000e-04, -3.43975000e-04, 1.57207000e+01
5.80125000e-04, -3.36828000e-04, 1.57208000e+01
5.86535000e-04, -3.29625000e-04, 1.57209000e+01
5.92945000e-04, -3.22375000e-04, 1.57209000e+01
5.99355000e-04, -3.15090000e-04, 1.57209000e+01
6.05765000e-04, -3.07772000e-04, 1.57209000e+01
6.12175000e-04, -3.00433000e-04, 1.57209000e+01
6.18585000e-04, -2.93080000e-04, 1.57208000e+01
6.25000000e-04, -2.85715000e-04, 1.57207000e+01
6.31415000e-04, -2.78350000e-04, 1.57206000e+01
6.37825000e-04, -2.70997000e-04, 1.57204000e+01
6.44235000e-04, -2.63657000e-04, 1.57202000e+01
6.50645000e-04, -2.56337000e-04, 1.57199000e+01
6.57055000e-04, -2.49052000e-04, 1.57196000e+01
6.63465000e-04, -2.41805000e-04, 1.57192000e+01
6.69875000e-04, -2.34600000e-04, 1.57187000e+01
6.76285000e-04, -2.27452000e-04, 1.57182000e+01
6.82695000e-04, -2.20365000e-04, 1.57175000e+01
6.89105000e-04, -2.13342000e-04, 1.57167000e+01
6.95515000e-04, -2.06397000e-04, 1.57159000e+01
7.01925000e-04, -1.99535000e-04, 1.57149000e+01
7.08335000e-04, -1.92758000e-04, 1.57137000e+01
7.14745000e-04, -1.86077000e-04, 1.57124000e+01
7.21155000e-04, -1.79505000e-04, 1.57109000e+01
7.27565000e-04, -1.73043000e-04, 1.57091000e+01
7.33975000e-04, -1.66695000e-04, 1.57072000e+01
7.40385000e-04, -1.60470000e-04, 1.57049000e+01
7.46795000e-04, -1.54377000e-04, 1.57023000e+01
7.53205000e-04, -1.48420000e-04, 1.56993000e+01
7.59615000e-04, -1.42605000e-04, 1.56959000e+01
7.66025000e-04, -1.36940000e-04, 1.56921000e+01
7.72435000e-04, -1.31427000e-04, 1.56876000e+01
7.78845000e-04, -1.26075000e-04, 1.56825000e+01
7.85255000e-04, -1.20890000e-04, 1.56767000e+01
7.91665000e-04, -1.15875000e-04, 1.56701000e+01
7.98075000e-04, -1.11035000e-04, 1.56625000e+01
8.04485000e-04, -1.06378000e-04, 1.56539000e+01
8.10895000e-04, -1.01908000e-04, 1.56441000e+01
8.17305000e-04, -9.76275000e-05, 1.56331000e+01
8.23715000e-04, -9.35425000e-05, 1.56206000e+01
8.30125000e-04, -8.96575000e-05, 1.56065000e+01
8.36535000e-04, -8.59775000e-05, 1.55908000e+01
8.42945000e-04, -8.25050000e-05, 1.55732000e+01
8.49355000e-04, -7.92400000e-05, 1.55537000e+01
8.55765000e-04, -7.61875000e-05, 1.55322000e+01
8.62175000e-04, -7.33575000e-05, 1.55086000e+01
8.68585000e-04, -7.07475000e-05, 1.54828000e+01
8.75000000e-04, -6.83575000e-05, 1.54549000e+01
8.81415000e-04, -6.61950000e-05, 1.54248000e+01
8.87825000e-04, -6.42600000e-05, 1.53926000e+01
8.94235000e-04, -6.25550000e-05, 1.53584000e+01
9.00645000e-04, -6.10850000e-05, 1.53223000e+01
9.07055000e-04, -5.98475000e-05, 1.52846000e+01
9.13465000e-04, -5.88400000e-05, 1.52454000e+01
9.19875000e-04, -5.80700000e-05, 1.52050000e+01
9.26285000e-04, -5.75350000e-05, 1.51637000e+01
9.32695000e-04, -5.72375000e-05, 1.51218000e+01
9.39105000e-04, -5.71800000e-05, 1.50796000e+01
9.45515000e-04, -5.73575000e-05, 1.50375000e+01
9.51925000e-04, -5.77725000e-05, 1.49959000e+01
9.58335000e-04, -5.84250000e-05, 1.49550000e+01
9.64745000e-04, -5.93125000e-05, 1.49151000e+01
9.71155000e-04, -6.04350000e-05, 1.48766000e+01
9.77565000e-04, -6.17900000e-05, 1.48397000e+01
9.83975000e-04, -6.33775000e-05, 1.48045000e+01
9.90385000e-04, -6.52000000e-05, 1.47713000e+01
9.96795000e-04, -6.72500000e-05, 1.47401000e+01
1.00320500e-03, -6.95225000e-05, 1.47111000e+01
1.00961500e-03, -7.20225000e-05, 1.46842000e+01
